TIME,SL,EEG,BP,HR,CIRCLUATION,target
15132.2,134839,-11936,55,410,5536,0
9279.33,52550.3,-2.97E+03,31,188,2599,1
9725.75,39610.6,-3.11E+03,17,196,1885,1
4431.5,3041.75,-1220.95,35,71,249,1
7503.03,26464,-3133,34,161,1523,0
11682.2,47692.7,-5.09E+03,23,215,2188,1
13263.2,51930.3,-5.25E+03,38,234,2464,1
13494.2,80509.9,-5.19E+03,43,272,3539,1
5491.12,2099,-1320,19,81,167,0
31407.1,902141,-22365,114,745,22735,0
13337.4,46970.3,-5838.65,63,273,2061,1
11540.7,50315.5,-5.64E+03,26,216,2677,1
14229.4,140962,-5.83E+03,48,315,5844,1
15081.4,105874,-9842,195,321,4247,0
12347.2,78491.6,-4.78E+03,50,272,3539,1
15909.6,110534,-6.04E+03,32,322,4619,1
12212.3,48632.4,2.49E+04,31,166,1414,1
17564.4,364615,-10537,214,442,12655,0
13072.8,104858,-5664,43,301,4340,0
11297.4,51110.8,-5.40E+03,33,216,2677,1
9806.74,14095,-5036,69,176,734,0
10424.9,62920,-7004,36,207,2748,0
6132.72,3843,-2042,11,100,248,0
20428.7,342802,-12263,293,451,11877,0
11939.8,60418.9,-6.63E+03,30,247,2754,1
16988.3,152704,-8011,42,358,6070,0
11235.2,42997.7,-3.93E+03,61,223,2059,1
11786.4,77934,-5114,117,254,3371,0
6760.53,6916.61,-1.94E+03,160,109,486,1
6102.98,10115,-2406,16,110,649,0
16432.7,112274,-5308,32,335,4248,0
13439.6,117826,-9183,53,300,5124,0
8256.84,37655.4,-1.97E+03,11,196,1885,1
9075.43,34571,-4805,30,211,1632,0
6921.71,9199.78,-3260.9,18,138,554,1
6673.34,5294.25,-1362.09,63,108,318,1
4174.82,2009.78,-1114.09,5,63,166,1
18962.5,256628,-10289,154,447,7595,0
4490.7,1552.68,-827.579,37,52,133,1
7487.74,13312,-347,11,129,772,0
10587.5,33936,-4754,101,214,1696,0
13815,78293,-9441,342,309,3465,0
5533.08,8676.73,-1712.58,46,93,577,0
23662.2,210146,-10607,92,505,6761,0
16065.1,257919,-9075,58,361,9536,0
7392.65,15087.5,-2720.68,75,134,970,1
11899.1,59288,-6406,22,194,1874,0
7633.5,11188,-2818,21,127,657,0
12427.8,48276.4,-4.67E+03,23,215,2188,1
6896.08,13352,-1517.18,25,96,804,1
9298.1,16407,-3554,83,171,849,0
15164.7,63345,-5.09E+03,36,215,2188,1
15346.7,158770,-10780,132,322,6178,0
16474.5,178680,-8595,73,347,6976,0
13526.9,104073,-4535,49,274,4249,0
12679.1,111316,-9156,57,290,4715,0
5818.73,10356,-2116,9,96,648,0
25895.3,345730,-16247,189,588,10404,0
9380.85,52401.5,-2.32E+03,16,188,2599,1
9829.77,105499,-5063,37,223,5007,0
16699.9,184386,-12726,59,405,7096,0
5919.63,7157.2,-1636.11,54,93,545,1
6154.82,10274.6,-3.17E+03,16,109,689,1
8980.95,12256.5,-2731.67,84,136,619,1
4291.58,1952.33,-1039.08,5,63,166,1
23798.5,409224,-14081,105,552,12996,0
6659.68,10393.5,-2.75E+03,12,109,689,1
23800.5,266221,-1.29E+04,74,540,8870,1
24977.2,471178,-1.11E+04,57,483,15505,1
13152.1,60150.8,-5.06E+03,34,247,2754,1
24571.5,269975,-1.08E+04,103,537,8350,1
11029.7,92328,-5937,31,228,3706,0
6303.68,1833,-1291,19,91,117,0
9383.91,8760,-2413,21,119,344,0
7050.14,12212,-2869,41,130,732,0
8987.77,12061.1,-2660.34,96,136,619,1
9877.38,48136.9,-4.17E+02,17,216,2677,1
4825.41,1690,-1032,20,74,149,0
8696.91,12031,-4068,103,168,658,0
10629,13158,-3576,25,147,658,0
5186.63,3038.42,-1242.17,49,67,224,1
9714.27,38970.4,-4182.09,41,193,2118,1
7306.21,14170.6,-2344.72,84,120,809,1
8328.6,21021,-175,40,152,1157,0
12651.9,118196,-8045,25,313,5428,0
13172.8,49094.6,-5.08E+03,19,215,2188,1
10761.6,33990,-3253,231,188,1262,0
5361.94,3556.34,-761.635,48,51,132,1
18070.6,160047,-1.05E+04,91,388,6290,1
17239.4,113399,-8154,347,329,4345,0
4965.27,2565,-336,17,81,185,0
14582.1,51202.3,-3.84E+03,39,234,2464,1
13332.1,52080.1,-3.99E+03,38,234,2464,1
22658.8,251771,-1.22E+04,71,540,8870,1
14463.1,141809,-4.93E+03,59,315,5844,1
9976.89,32051.9,-4466.59,132,204,1692,1
10516.4,60202,-6683,124,210,2745,0
9381.4,12122.4,-2668.24,90,136,619,1
12901.7,79405,-4.74E+03,35,272,3539,1
7104.27,6135,-2525,4,85,291,0
10167.5,65616,-5438,14,217,2976,0
7514.16,9161,-4187,42,160,582,0
12890.5,78541,-4.65E+03,53,272,3539,1
15259.9,59436,-4.84E+03,34,215,2188,1
12554.4,84718,-7629,105,222,3622,0
7973.24,16648.4,-2936.96,90,133,890,0
12963.9,94943,-5778,126,284,3803,0
12022.1,114493,-2.33E+03,38,235,4905,1
9375.77,38531.8,-4234.04,23,193,2118,1
12771.1,91025.2,-4.94E+03,54,254,3885,1
4586.63,3340.79,-1223.19,32,71,249,1
18336.7,104428,-8698,124,362,3552,0
6607.35,13553,-1593.58,13,96,804,1
15027.1,57950.9,-5.25E+03,38,215,2188,1
2457.03,50.0985,-3.97E+02,92,33,5,1
20431.6,454817,-10879,83,486,14809,0
11462.1,81596,-7597,38,253,3709,0
8405.86,19609,-4551,37,155,1111,0
11509.3,49361.7,-5.72E+03,32,215,2188,1
23544.2,266735,-9.89E+03,105,537,8350,1
15831.8,101989,-6468,93,340,3797,0
7072.02,5114.69,-2202.45,63,107,346,1
7688.92,9312,-1966,21,106,485,0
13672,76606,-4133,34,246,2680,0
8934.13,13772,-2958.16,17,148,729,1
9105.88,18313,-4139,35,155,774,0
11352.6,50006.6,-4.04E+03,20,216,2677,1
16775.9,90192,-7555,60,367,3140,0
6305.79,7376.59,-1579.31,36,93,545,1
6755.83,11156,-1737,31,147,660,0
10176.7,10605.4,-2.01E+03,33,154,587,1
13595.5,90956,-4.80E+03,43,254,3885,1
8764.3,13635.4,-2944.51,13,148,729,1
5408.41,1708,-3040,21,96,134,0
22988.3,622457,-11421,82,485,14976,0
7326.44,5925,-3035,4,88,294,0
12802,60589.9,-4.53E+03,36,247,2754,1
7995.23,9542.68,-2422.05,20,123,621,1
6494.4,9705,-1880,16,114,620,0
9452.47,50759,-6298,48,213,2604,0
6747.89,8166,-1481,41,127,550,0
10608.4,57843.4,-4448,135,217,2904,1
8931.11,20159,-3134,25,141,1210,0
7276.24,9422.4,-3187.35,21,138,554,1
12961.4,60888,-4.80E+03,33,247,2754,1
11402.2,41014,-4423,42,233,1871,0
9029.2,12076.4,-2663.39,97,136,619,1
8801.5,13770.6,-3002.7,12,148,729,1
14086.1,59733.6,-1.64E+03,60,223,2059,1
18950.7,507291,-8707,96,432,14619,0
8867.48,12089.5,-2694.75,81,136,619,1
26523.7,474891,-1.18E+04,59,483,15505,1
5662.5,6699,-2874,30,92,456,0
14714.9,146710,-6138.43,166,308,6057,1
9715.72,51255.5,-2.65E+03,33,188,2599,1
6734.27,5140.2,-2196.77,61,107,346,1
10141,55706,-5761,67,222,2897,0
13570.4,77711,-6402,52,300,3452,0
23432.1,426135,-17336,119,538,14484,0
25836.5,496778,-16870,136,640,16053,0
16808.3,110425,-6.79E+03,35,322,4619,1
7066.04,10417.1,-2.98E+03,15,109,689,1
4805.7,2967.91,-1227.08,45,67,224,1
13434.1,75057,-7018,202,310,3463,0
8994.08,12257.7,-2752.25,93,136,619,1
19508.9,227385,-11073,86,459,8343,0
14297.9,53118,-6987,24,280,2331,0
14957.9,60232.4,-6614.23,164,305,2610,1
9533.32,39617.6,-2.63E+03,26,196,1885,1
8901.02,32428.9,-3675.77,92,176,1922,1
11862.8,33950,-1.06E+03,31,166,1111,1
6097.88,2340,-1099,42,86,184,0
12263.8,63476,-3788,141,232,3132,0
11905.9,50151,-6717,49,259,2538,0
15397.5,118082,-4.88E+03,61,271,4426,1
11803.3,56966,-7075,47,275,2683,0
18376.7,126957,-7409,77,376,4723,0
9466.99,11375,-2667,24,152,552,0
12613.4,52181,-6697,76,203,2187,0
21013.3,256026,-11927,91,537,8483,0
8448.12,13295,-2510,16,110,618,0
8277.23,12015.3,-2538.45,82,128,693,1
10267.8,10792.5,-2.35E+03,37,154,587,1
15698.6,115060,-5.03E+03,53,271,4426,1
6802.21,10461.5,-3.71E+03,15,109,689,1
4323.8,1991.7,-1041.71,6,63,166,1
11782.4,24609,-4259,143,197,1212,0
8594.92,26719.7,-2.42E+03,26,156,1364,1
15255.6,151648,-7653,54,362,6188,0
11152.3,50621.2,-4.33E+03,22,216,2677,1
7115.53,22924,-3079,11,156,1360,0
13092.1,94861,-3329,217,164,1746,0
9510.65,26312,-3343.94,33,174,1415,1
15792.2,110413,-5.57E+03,32,322,4619,1
6702.79,6943,-3104,19,140,429,0
13214.8,38484,-5019,42,232,1474,0
11510.2,26369.1,-1.42E+03,29,166,1111,1
15156.7,202367,-8665,55,388,7588,0
6202.74,5452,-1868,40,98,345,0
9802.63,37903.3,-4571.01,25,193,2118,0
28401.9,684566,-14690,368,607,18478,0
12755.8,44624,-4925,48,256,2136,0
20127.2,188458,-7.07E+03,62,403,6746,1
27158.7,707986,-16151,180,666,19052,0
13527.4,122181,-6998,319,343,5220,0
14915,173280,-6443,60,328,7107,0
8011.98,18919,-3633,48,144,1018,0
16231.7,166413,-9430,86,331,5959,0
4613.24,3988.68,-1.06E+03,10,79,317,1
8801.64,12388.8,-2646.86,96,136,619,1
6349.92,2092,-1710,18,112,152,0
6916.81,13415.3,-1508.49,18,96,804,1
17921.3,190603,-7764,63,378,7461,0
9681.7,35203,-5716,31,192,1871,0
5569.14,4005.63,-1519.01,125,88,318,1
7533.77,11743.6,-2658.04,77,128,693,1
14699.1,59786.7,-6693.32,163,305,2610,1
5979.91,7040.93,-1599.7,44,93,545,1
5774.78,7260,-3007,59,94,456,0
12016.8,52113.2,-3.64E+03,36,224,2192,1
9589.8,51696.7,-2.63E+03,24,188,2599,1
22596.7,247200,-1.03E+04,106,537,8350,1
10823.1,32730,-3880,69,196,1636,0
16474.1,156622,-8628,56,340,6178,0
9890,17482,-2680,24,137,886,0
20201.2,440909,-13864,82,508,14821,0
10298.7,10391.1,-1.70E+03,35,154,587,1
25262.7,478940,-1.12E+04,54,483,15505,1
8330.57,10356,-3088,24,124,585,0
18053.2,161559,-1.07E+04,87,388,6290,1
11913.6,63346,-6049,32,290,2981,0
16647.8,196595,-9495,64,382,7958,0
11115.2,85314.4,-2.31E+03,17,220,3450,1
14390.5,180746,-7489,84,372,6863,0
20836.6,340701,-8.57E+03,108,462,11563,1
9442.13,10088.7,-2360.94,101,130,490,1
19524,439868,-10569,36,462,12061,0
4123.85,2029.51,-1078.59,6,63,166,1
9922.76,38645.1,-4042.17,27,193,2118,1
14138.3,140885,-5.83E+03,43,315,5844,1
5287.01,2139,-1648,8,66,116,0
8414.54,10739.7,-3522.41,44,156,654,0
14123.6,52038.2,-2.84E+03,42,234,2464,1
13504.2,155549,-6647,249,302,5946,0
19228.2,231145,-1.12E+04,96,537,8350,1
14830.9,287465,-8539,63,352,11258,0
5199.59,5099,-2109,9,93,367,0
21305.9,192496,-10669,93,471,6527,0
5641.56,4107.95,-1369.7,114,88,318,1
4367.08,5227,-1321,34,74,395,0
7160.39,10198,-3190,23,145,589,0
15706.9,76086,-7846,47,306,3062,0
7724.57,12082.8,-2941.31,23,136,732,0
20586.7,245153,-1.15E+04,81,540,8870,1
13093,51897.1,-2.88E+03,30,234,2464,1
9339.62,39554.7,-2.19E+03,11,196,1885,1
6483.61,5029,-1907,26,104,298,0
12183.6,34062,-5380,114,217,1751,0
24658.2,346679,-13573,105,636,10694,0
8846.52,8053,-3018,9,109,397,0
5950.06,7055.03,-1603.23,39,93,545,1
13564.4,235174,-5339,61,297,9791,0
16226.9,123415,-4779,67,294,4627,0
9581.91,56722,-4688,31,215,2893,0
10083.8,29548,-6737,60,180,1211,0
5958.33,4214.05,-1463.35,126,88,318,1
9675.16,16847.7,-4146.91,83,172,973,1
10107.8,10494.2,-2.58E+03,32,154,587,1
7236.24,14044.8,-2367.77,97,120,809,1
13921,67788,-9270,161,292,2539,0
10591.9,60385,-5359,219,238,2823,0
10107.9,47789.4,-2.91E+03,36,216,2677,1
8035.22,15173,-3176,73,130,888,0
8792.42,10292.6,-299.528,0,130,490,1
15812.8,209606,-10543,55,355,7953,0
8865.89,52837.2,-2.86E+03,24,188,2599,1
7372.71,14201,-2297.17,87,120,809,1
7452.88,9906.6,-2456.38,20,123,621,1
6997.33,7271,-2002,17,122,429,0
9683.36,17145.6,-3887.35,81,172,973,1
12868.6,60396.1,-4.12E+03,31,247,2754,1
9221.42,38723.6,-4040.88,35,180,2054,0
10639.3,76700,-6189.4,153,252,3882,0
6883.62,4245.33,-1289.36,30,75,248,0
13193.9,141041,-6411.13,157,280,5954,0
4659.02,1933.7,-957.017,5,63,166,1
14434.9,107538,-6925,51,303,4528,0
9950.38,54303,-4753,34,179,2322,0
9348.65,39095.3,-4305.81,25,193,2118,1
4504.44,2040.92,-1024.07,5,63,166,1
8301.79,9979.96,-2379.82,11,123,621,1
16971.6,116527,-12984,248,382,4538,0
11387.2,44797,-3.38E+03,46,223,2059,1
5062.34,3221.64,-1164.22,36,71,249,1
11205.6,111256,-2.34E+03,60,235,4905,1
16273.9,158074,-7742,40,365,6176,0
11448,103044,-6929,66,249,4907,0
16865.3,135626,-7250,58,300,3064,0
12135.9,114728,-2.48E+03,38,235,4905,1
16244.5,155763,-7600,175,338,5637,0
8834.57,7257,-1484,32,105,319,0
14341.2,139667,-4.61E+03,44,315,5844,1
15604,40779,-4237,67,278,1583,0
11115.9,27620,-4883,73,188,1165,0
6420.87,10304.2,-3.54E+03,16,109,689,1
15543.4,114598,-5.17E+03,57,271,4426,1
19870.4,190729,-14345,304,437,6411,0
6667.66,4105,-2502,27,124,272,0
8764.59,25121.5,-3149.3,33,157,1519,1
8324.71,20196,-5675,14,151,1068,0
12963.1,86104.5,-6775.34,54,291,3799,0
14144.5,93700.9,-5714.22,37,294,4249,1
6646.24,10459.1,-2.94E+03,16,109,689,1
5590.87,8169,-2432,214,102,614,0
20612.4,255503,-1.71E+03,78,540,8870,1
11024.5,58583,-5384,36,224,2825,0
9850.75,51640.3,-2.69E+03,21,188,2599,1
16814.6,161037,-1.22E+04,85,388,6290,1
15185.6,109114,-6.21E+03,40,322,4619,1
8916.42,21938,-2.53E+03,16,166,1111,1
10661.4,85252.7,-2.79E+03,22,220,3450,1
14882.4,139511,-4.09E+03,56,315,5844,1
10178.4,29594,-6113,114,191,1632,0
8790.12,12028.5,-2747.59,95,136,619,1
8679.89,19411.4,-3205.35,17,157,1113,0
16398.5,160657,-7543.02,75,352,6744,1
15265.3,74487,-5292,45,313,3212,0
12211.6,42337,-6104,44,221,1749,0
6653,10352.2,-2.79E+03,16,109,689,1
26606,438191,-8733,92,482,7114,0
11694.8,47035.6,-6.75E+03,26,215,2188,1
9262.96,27675,-3179,21,168,1412,0
10093.9,17251.8,-3670.48,74,172,973,1
17429.8,177501,-12433,90,494,7102,0
8139.72,12663,-2774,77,132,735,0
15548.5,122927,-5317,65,315,3893,0
13494.1,90494.4,-5.73E+03,44,254,3885,1
12045.1,98298,-7848,61,309,4910,0
7136.26,13977.6,-2382.91,89,120,809,1
11298.6,52237,-6681,29,244,2601,0
6712.09,14026,-2496.99,81,120,809,1
6698.31,26212,-2107,38,136,1463,0
8508.65,15811,-4015,59,155,850,0
11321.9,59299,-5718,107,216,3123,0
5395.2,4322.53,-1.01E+03,10,79,317,1
14998.5,118362,-9850,287,353,4722,0
26274.2,606547,-14226,196,624,18837,0
6925.52,13347,-3578,67,140,807,0
9528.39,51523.7,-3.12E+03,33,188,2599,1
8348.48,15278,-2557,11,144,851,0
8781.18,31579,-4615,34,222,1585,0
13843.7,50458.4,-3.83E+03,29,234,2464,1
15863.1,164393,-8855,214,348,6634,0
13981.4,119485,-5976,49,330,5526,0
7532.65,4842.26,-1.86E+03,18,86,205,1
8833.41,25593,-5187,35,216,1468,0
26981.5,546959,-14699,114,514,15694,0
12407.3,37084,-5767,51,266,1749,0
21778.1,293513,-13912,93,553,9965,0
20736.1,213371,-14032,333,471,7968,0
5535.37,4572.87,-7.09E+02,19,88,292,1
6716.41,5038,-4134,22,115,342,0
7627.04,3722,-2012,10,90,168,0
8230.9,14869,-3202,20,138,807,0
10008.4,78049,-4510,16,208,3962,0
12625.8,105613,-5668,31,249,4156,0
11897.6,50812.7,1.57E+03,34,215,2188,1
10367.2,10497.9,-1.60E+03,40,154,587,1
12505.7,114230,-3.17E+03,38,235,4905,1
10802.7,57365,-7111,180,259,2828,0
8276.55,26565.4,-2.84E+03,30,156,1364,1
13312.7,56629,-7808,127,292,2612,0
14770.5,103154,-9006,55,363,4536,0
14967.6,83051.7,-3.29E+03,67,223,2059,1
17569.8,122933,-6499,76,365,4729,0
12935.8,52433,-1.30E+03,51,223,2059,1
14367.8,64045,-4067,32,256,2533,0
9161.65,13414,-2602,9,105,582,0
17064.4,144950,-10290,70,423,5328,0
6854.23,5202,-3458,132,101,316,0
9437.94,85346.4,-2.55E+03,22,220,3450,1
9910.26,41155.6,-2.02E+03,71,223,2059,1
9406.7,13394,-3143,19,147,730,0
17165.8,191399,-9671,79,413,7595,0
10324.7,47998,-6436,66,191,2250,0
25902.1,654152,-15863,124,630,20045,0
13794.3,141019,-5.53E+03,51,315,5844,1
5983.72,3483,-1448,11,93,275,0
16681.2,160938,-1.20E+04,80,388,6290,1
18436.7,232931,-14768,191,456,8877,0
16280.1,155563,-5923.57,78,352,6744,1
7966.06,9360,-3263,18,139,553,0
13552.2,59400,-4576,23,220,2261,0
6896.34,9540,-2352,41,115,582,0
5774.81,7113.98,-1611.42,47,93,545,1
7271.06,9441.77,-2471.4,18,123,621,1
5709.06,9599,-1562,25,120,623,0
15215.2,116524,-10493,47,394,4826,0
5811.57,3665,-1565,35,79,250,0
18475.4,162673,-1.06E+04,78,388,6290,1
12924.7,104850,-7579,69,270,4525,0
11233.8,49458,-6109,19,233,2187,0
11167.5,85738.5,-2.10E+03,27,220,3450,1
13073.1,91000.1,-6.13E+03,58,254,3885,1
6704.25,3326,-2370,10,109,225,0
21612.7,206447,-4.88E+03,79,403,6746,1
15831.4,119744,-7784,54,348,4824,0
16384.7,148271,-6125,27,325,5643,0
11619.2,112800,-3.03E+03,51,235,4905,1
7679.52,16995,-388,7,116,886,0
8000.24,10945,-1526,26,129,620,0
7839.2,9835,-2939,16,140,620,0
10587.3,85612.7,-2.25E+03,18,220,3450,1
18624.7,339691,-12643,82,435,11723,0
14694.6,352052,-8629,241,383,14113,0
15275.6,116938,-12641,76,418,4717,0
12038,32889,-6870,134,235,1421,0
6643.49,9544.47,-2481.01,28,118,621,0
8651.39,23674.2,-3180.36,21,154,1252,0
9200.26,35157,-2650,26,136,1626,0
7234.16,14338.2,-2397.13,79,120,809,1
18259.5,159913,-10229,50,390,5968,0
5799.64,6021,-1036,16,109,396,0
17313.4,263464,-9186,182,391,9816,0
11287.4,12939,-1870,44,101,457,0
5093.04,3031.78,-780.863,36,51,132,1
13508.3,143030,-5.98E+03,47,315,5844,1
6443.27,6333,-1889,9,104,397,0
21540.2,366511,-14834,93,529,13154,0
5526.48,4027,-2584,5,90,317,0
12899.8,60798.2,-5.84E+03,30,247,2754,1
7871.47,10391,-2406,42,126,587,0
16472.1,110845,-4.51E+03,33,322,4619,1
6834.99,12303.6,-1814.69,13,105,765,1
12954.5,50469,-6234,41,237,2256,0
10627.2,87274.2,-5.48E+03,47,254,3885,1
8859.14,11374,-3436,13,129,457,0
16304.2,329097,-10586,83,418,12027,0
11184.4,86290,-6738,38,235,3970,0
4958.21,2303,-1503,5,66,148,0
21029.2,239655,-10845,218,414,8085,0
15999.7,111039,-5.56E+03,39,322,4619,1
10500.7,31430,-5835,21,196,1470,0
6838.69,13718.5,-2412.34,91,120,809,1
4511.85,2020,-1209,3,68,149,0
10278.6,23934,-9.33E+02,33,166,1111,1
3698.31,1264.57,-1056.03,3,51,102,0
11899,35288,-5172,25,223,1809,0
6039.51,7405.25,-1601.18,48,93,545,1
6182.01,2746,-2033,22,105,184,0
12923.8,141705,-7808,50,300,6284,0
9776.61,40945,-5056,29,222,2125,0
11599,43552.2,-3.16E+03,28,166,1414,1
13829.1,66242.8,-1.54E+03,67,223,2059,1
14305.2,138761,-10118,44,340,5429,0
24262.8,475809,-1.21E+04,60,483,15505,1
9369.01,22423,-3131,28,168,1253,0
12721,71877,-6051,32,254,3372,0
10197.8,52354.2,-3.21E+03,25,188,2599,1
11448.6,101876,-6348,30,270,4523,0
7088.49,8151,-4811,13,120,486,0
19272.8,211880,-12631,279,465,7599,0
10110.6,57185,-5228,19,219,2901,0
20928.5,268693,-7888,77,456,8740,0
11122.9,27392,-4897,47,225,1268,0
14578.9,141760,-5.33E+03,52,315,5844,1
9342.31,84919.6,-3.15E+03,22,220,3450,1
14423.1,216087,-10115,197,346,7950,0
9671.7,47872,-4565,43,234,2460,0
19098.5,269466,-10881,66,424,9135,0
7857.9,10623,-4583,4,105,399,0
8708.69,28065,-4055,11,166,1523,0
22869.8,236017,-1.12E+04,120,537,8350,1
14430.7,183887,-11076,32,312,7579,0
2300.55,53.2569,-6.28E+02,96,33,5,1
12299.7,86305,-6213,186,245,3968,0
12827.8,41707.6,-6682.11,128,278,1938,0
10447.9,85898.5,-3.30E+03,22,220,3450,1
8783.9,24143,-3999,76,155,1307,0
8546.67,16979,-3221,41,177,976,0
14570.9,141738,-5.16E+03,38,315,5844,1
24664,472679,-1.25E+04,60,483,15505,1
17514.8,270319,-9333,310,401,9680,0
8570.87,39809,-3428,30,171,2184,0
12452.8,70498,-7285,38,238,3292,0
15531.3,151640,-6446,65,315,5846,0
9225.2,17367.4,-2690.96,74,142,844,1
7712.24,13719,-3258,59,125,692,0
19064.3,160082,-1.04E+04,88,388,6290,1
11368.1,74421,-6095,28,252,3291,0
6385.63,10267.5,-3.62E+03,18,109,689,1
6983.99,22291,-2688,23,123,1460,0
6990.47,5270.31,-2124.15,59,107,346,1
16561.4,98703,-5502,203,341,3983,0
4157.42,1947.5,-1067.47,6,63,166,1
13298.5,82000,-7275,39,288,3546,0
9764.87,27292.7,-2.03E+03,31,156,1364,1
13975.5,142789,-6115.95,177,308,6057,1
9483.85,10162.6,-2.24E+03,41,154,587,1
6885.42,14235.9,-2441.98,84,120,809,1
10721,43708,-5055,14,208,2188,0
6792.5,18539,-3188,72,127,1201,0
20645.6,246932,-10224,77,421,8208,0
7633.13,13361,-2629,24,132,694,0
14101.8,66802.5,-3.65E+03,49,224,2192,1
6474.53,8242.18,-1.64E+03,32,102,516,1
11776.9,40142,-5581,42,232,2056,0
19836.2,291612,-8448,32,390,8600,0
10469.6,22938,-4595,39,186,1113,0
7226.94,10434,-3162,8,137,656,0
15599.8,61466.7,2.31E+04,35,215,2188,1
5729.68,4909,-2302,10,89,344,0
7422.19,15915,-2418,52,140,934,0
11285.5,25809,-4623,42,203,1308,0
9955.22,17503.5,-3883.67,69,172,973,1
24588.1,205667,-15102,107,498,6418,0
9474.27,33580.8,-3594.39,71,176,1922,1
8806.48,19341,-4829,39,163,979,0
7451.13,15177,-2608.32,67,134,970,1
6688.55,27644,-2124,41,136,1517,0
13271.7,125960,-6280,70,313,5215,0
12619.2,49005,-6398,59,233,2133,0
3311.52,1265.97,-610.28,33,40,100,1
15076.9,170106,-3.70E+03,79,403,6746,1
13087.2,66617,-5922,176,259,3057,0
12825.4,110451,-7586,243,300,4717,0
5233.69,3429.8,-789.365,49,51,132,1
24104,415122,-12909,56,525,13972,0
8608.53,23982,-4126,20,156,1309,0
7334.27,6211,-3160,47,132,398,0
7340.2,14763.3,-2778.76,81,134,970,1
9039.92,22273.2,-1.20E+03,22,166,1111,1
8970.22,14999,-3493,15,165,848,0
22340.2,338607,-10788,66,433,9681,0
10477.2,41440,-5742,35,188,2055,0
13030.3,60591.1,-5.35E+03,29,247,2754,1
10961,49160.5,-4.53E+03,22,216,2677,1
9735.62,41540,-4397,40,199,1870,0
18802.9,215501,-10383,345,430,7959,0
7244.7,9687,-2473,39,116,551,0
24477.6,473378,-1.09E+04,51,483,15505,1
7765.39,6054.8,-2315.47,14,110,294,0
12958.4,95991,-8195,128,270,4059,0
8990.32,27026.6,-1.96E+03,30,156,1364,1
20587.6,317945,-12979,175,421,9269,0
9159.4,52174.2,-3.15E+03,23,188,2599,1
12847.8,47484.7,-3.17E+03,86,223,2059,1
11725.4,33581.1,-4.39E+02,31,166,1111,1
20039.6,251922,-1.33E+04,94,537,8350,1
10251.2,41624,-5599,162,213,2058,0
9501.77,39412.8,-2.26E+03,27,196,1885,1
19335.2,443793,-11134,75,447,15151,0
14159.3,141841,-5.94E+03,57,315,5844,1
9293.49,29443,-3155,14,164,1579,0
7428.85,10558,-4187,82,146,588,0
19771.9,383953,-8130,379,480,13299,0
25113,298654,-9.98E+03,101,537,8350,1
15579.8,154695,-7893,200,334,5854,0
10380.8,58986.5,-125.849,107,217,2904,1
9421.92,39641.3,-2.75E+03,21,196,1885,1
11147.5,113762,-3412,48,270,5103,0
14471.5,137907,-8858,56,360,5743,0
18040.9,271890,-13502,68,430,9684,0
9630.11,26521,-3890,40,176,1312,0
11466.1,34231,-6142,43,241,1697,0
24635.5,475159,-1.06E+04,44,483,15505,1
10012,17688,-3304,77,159,1015,0
20142.1,234869,-1.12E+04,103,537,8350,1
4715.76,2989.14,-1270.43,45,67,224,1
9944.73,34911,-3899,121,172,1682,0
7321.85,15027.5,-2705.25,74,134,970,1
13788.7,91307.9,-5.06E+03,48,254,3885,1
14785.6,174109,-6684,116,349,7338,0
4801.75,2551,-2942,8,74,203,0
18932.4,195288,-9356,67,389,6408,0
9423.58,38723,-4931,148,182,2054,0
9758.09,36840.4,-3.92E+03,34,196,1997,1
9416.32,39239.2,-3.54E+03,22,196,1885,1
9846.8,20922,-4356,28,166,1068,0
5319.86,3470,-1904,17,87,289,0
16733.5,155718,-6300,53,370,5972,0
6138.92,15196,-2044,15,125,971,0
10112,49389,-5687,25,183,2389,0
15620,115277,-4.88E+03,55,271,4426,1
8962.29,16938,-2712.84,82,142,844,1
9796.02,32431.5,-3508.67,81,176,1922,1
18828.7,220684,-7117,67,345,7333,0
8447.4,8032,-2235,49,146,458,0
12205.5,79962.6,-5.84E+03,46,272,3539,1
4034.87,1376,-646,15,54,101,0
11880.5,35722,-7190,39,230,1750,0
6715.2,10124,-1819,7,103,582,0
16421.2,163939,-7637.9,90,352,6744,1
14478.8,160104,-9461,97,355,5958,0
8836.13,12198.8,-2926.1,80,136,619,0
13034.4,61087,-6752,113,290,2980,0
8736.53,31754,-3047,104,160,1691,0
12324.6,143889,-6949,322,298,6285,0
8069,11759.7,-2622.28,86,128,693,1
4542.05,3150,-2010,12,66,246,0
8877.82,18059,-2321,22,153,1019,0
7577.23,10674,-2280,14,125,692,0
6317.22,8617,-3164,36,113,615,0
14045.7,57481.1,-2.69E+03,34,223,2059,1
22642.9,261784,2.14E+04,80,540,8870,1
8499.4,25187.2,-3137.83,33,157,1519,1
8524.13,26488.3,-3418.66,110,158,1403,0
11240.8,85965.9,-2.34E+03,23,220,3450,1
11655.9,113434,-2.23E+03,50,235,4905,1
25348.3,512776,-12626000,286,580,15345,0
11110,70438,-6441,80,243,3292,0
5459.44,4913.21,-2007.49,64,86,367,0
12541.6,44651.1,-2.30E+03,35,223,2059,1
8557.66,11947.1,-2458.56,84,128,693,1
21205.9,408021,-7.86E+03,66,473,14125,1
